2024-08-25 16:48:27.957 | INFO     | __main__:<module>:244 - epoch   0	train_loss: 0.89	train_Sens: 0.09	train_Spec: 0.77	train_Acc: 0.42	train_Weighted Acc: 0.43	train_AUC: 0.27	train_precision: 0.29	train_f1: 0.14	train_aupr: 0.43
2024-08-25 16:51:05.295 | INFO     | __main__:<module>:264 - epoch   0	test_loss: 0.75	test_Sens: 0.15	test_Spec: 0.69	test_Acc: 0.60	test_Weighted Acc: 0.42	test_AUC: 0.29	test_precision: 0.09	test_f1: 0.11	test_aupr: 0.19
2024-08-25 16:51:42.132 | INFO     | __main__:<module>:244 - epoch   1	train_loss: 0.93	train_Sens: 0.13	train_Spec: 0.43	train_Acc: 0.28	train_Weighted Acc: 0.28	train_AUC: 0.20	train_precision: 0.19	train_f1: 0.15	train_aupr: 0.38
2024-08-25 16:51:50.140 | INFO     | __main__:<module>:264 - epoch   1	test_loss: 0.90	test_Sens: 0.23	test_Spec: 0.39	test_Acc: 0.36	test_Weighted Acc: 0.31	test_AUC: 0.30	test_precision: 0.07	test_f1: 0.11	test_aupr: 0.21
2024-08-25 16:52:19.257 | INFO     | __main__:<module>:244 - epoch   2	train_loss: 0.92	train_Sens: 0.34	train_Spec: 0.28	train_Acc: 0.31	train_Weighted Acc: 0.31	train_AUC: 0.24	train_precision: 0.34	train_f1: 0.34	train_aupr: 0.51
2024-08-25 16:52:27.264 | INFO     | __main__:<module>:264 - epoch   2	test_loss: 1.05	test_Sens: 0.69	test_Spec: 0.21	test_Acc: 0.29	test_Weighted Acc: 0.45	test_AUC: 0.38	test_precision: 0.15	test_f1: 0.24	test_aupr: 0.44
2024-08-25 16:52:56.193 | INFO     | __main__:<module>:244 - epoch   3	train_loss: 0.89	train_Sens: 0.53	train_Spec: 0.20	train_Acc: 0.38	train_Weighted Acc: 0.37	train_AUC: 0.29	train_precision: 0.44	train_f1: 0.48	train_aupr: 0.62
2024-08-25 16:53:04.065 | INFO     | __main__:<module>:264 - epoch   3	test_loss: 1.13	test_Sens: 0.85	test_Spec: 0.21	test_Acc: 0.31	test_Weighted Acc: 0.53	test_AUC: 0.43	test_precision: 0.17	test_f1: 0.29	test_aupr: 0.52
2024-08-25 16:53:33.252 | INFO     | __main__:<module>:244 - epoch   4	train_loss: 0.92	train_Sens: 0.75	train_Spec: 0.13	train_Acc: 0.43	train_Weighted Acc: 0.44	train_AUC: 0.37	train_precision: 0.45	train_f1: 0.56	train_aupr: 0.66
2024-08-25 16:53:41.240 | INFO     | __main__:<module>:264 - epoch   4	test_loss: 1.29	test_Sens: 1.00	test_Spec: 0.13	test_Acc: 0.28	test_Weighted Acc: 0.57	test_AUC: 0.45	test_precision: 0.18	test_f1: 0.31	test_aupr: 0.59
2024-08-25 16:54:10.139 | INFO     | __main__:<module>:244 - epoch   5	train_loss: 0.99	train_Sens: 0.86	train_Spec: 0.05	train_Acc: 0.47	train_Weighted Acc: 0.45	train_AUC: 0.32	train_precision: 0.49	train_f1: 0.63	train_aupr: 0.71
2024-08-25 16:54:17.974 | INFO     | __main__:<module>:264 - epoch   5	test_loss: 1.43	test_Sens: 0.92	test_Spec: 0.10	test_Acc: 0.24	test_Weighted Acc: 0.51	test_AUC: 0.47	test_precision: 0.17	test_f1: 0.28	test_aupr: 0.55
2024-08-25 16:54:47.269 | INFO     | __main__:<module>:244 - epoch   6	train_loss: 1.03	train_Sens: 0.85	train_Spec: 0.03	train_Acc: 0.44	train_Weighted Acc: 0.44	train_AUC: 0.34	train_precision: 0.47	train_f1: 0.60	train_aupr: 0.70
2024-08-25 16:55:23.542 | INFO     | __main__:<module>:244 - epoch   7	train_loss: 1.06	train_Sens: 0.86	train_Spec: 0.08	train_Acc: 0.44	train_Weighted Acc: 0.47	train_AUC: 0.40	train_precision: 0.44	train_f1: 0.59	train_aupr: 0.69
2024-08-25 16:56:00.215 | INFO     | __main__:<module>:244 - epoch   8	train_loss: 1.04	train_Sens: 0.85	train_Spec: 0.06	train_Acc: 0.45	train_Weighted Acc: 0.45	train_AUC: 0.42	train_precision: 0.47	train_f1: 0.61	train_aupr: 0.70
